date,open,high,low,close,volume
2018-04-13,68.12,68.33,66.98,67.25,4300162
2018-04-16,67.81,67.98,67.06,67.06,6484389
2018-04-17,67.37,67.6701,67.28,67.51,5605704
2018-04-18,67.53,67.74,66.16,66.2,7384010
2018-04-19,66.03,66.3,64.99,65.73,8274341
2018-04-20,65.75,66.11,65.45,66.09,10402847
2018-04-23,66.0,67.03,65.95,66.88,6338381
2018-04-24,67.31,67.51,66.72,66.97,8176123
2018-04-25,66.84,67.0,66.25,66.67,5188861
2018-04-26,66.78,68.2892,66.64,68.05,5355206
2018-04-27,68.47,70.0,68.45,69.56,7814866
2018-04-30,69.58,69.81,68.39,68.39,6484108
2018-05-01,67.98,68.21,67.03,68.1,4957762
2018-05-02,68.04,68.56,67.48,68.26,5752058
2018-05-03,67.8,67.85,66.64,66.9,6155894
2018-05-04,66.84,68.325,66.8,68.1,5132935
2018-05-07,68.06,69.415,68.06,69.34,5041336
2018-05-08,69.2,69.23,68.2,68.46,6534907
2018-05-09,68.42,68.47,67.005,67.95,7956262
2018-05-10,68.14,68.27,67.325,67.92,4965160
2018-05-11,68.03,68.53,67.91,68.43,4145059
2018-05-14,68.6,68.885,68.11,68.84,3453756
2018-05-15,68.31,69.52,68.23,69.5,5044970
2018-05-16,69.67,71.51,69.62,71.34,9692996
2018-05-17,71.4,71.6,70.82,70.94,6064739
2018-05-18,70.76,71.59,70.47,71.32,5688145
2018-05-21,71.48,71.7,70.71,71.38,5480698
2018-05-22,71.46,72.19,71.255,71.31,5675253
2018-05-23,70.95,71.915,70.83,71.34,6806372
2018-05-24,71.43,72.28,71.32,72.18,5613752
2018-05-25,73.1,73.49,71.63,72.25,5889721
2018-05-29,71.52,71.61,70.43,70.92,5857914
2018-05-30,71.46,72.29,70.94,72.23,5799859
2018-05-31,72.0,72.22,71.235,71.8,7856161
2018-06-01,72.12,72.95,72.12,72.76,4085865
2018-06-04,73.0,73.87,72.79,73.83,4581921
2018-06-05,73.61,74.22,73.14,74.05,4928658
2018-06-06,74.38,74.94,74.19,74.75,5318054
2018-06-07,74.95,75.9101,74.65,74.76,6846263
2018-06-08,74.78,75.07,74.3,74.9,5524855
2018-06-11,75.06,75.21,74.54,74.59,4902812
2018-06-12,74.42,74.61,74.065,74.29,4356496
2018-06-13,74.27,74.9,73.99,74.11,4696163
2018-06-14,74.6,75.15,74.35,74.7,4636044
2018-06-15,74.71,75.85,74.5,75.84,10977292
2018-06-18,75.28,75.7628,74.91,75.61,4515944
2018-06-19,74.5,74.92,73.65,74.26,7562169
2018-06-20,74.2,74.91,73.97,74.72,4424934
2018-06-21,73.7,74.79,73.55,73.94,5537865
2018-06-22,73.57,74.41,73.21,73.43,9600031
2018-06-25,73.32,73.36,72.03,72.35,9064121
2018-06-26,72.5,73.29,72.35,72.56,7072565
2018-06-27,72.73,72.95,71.15,71.35,7623523
2018-06-28,71.45,72.12,71.35,71.7,9118538
2018-06-29,78.76,81.0,78.36,79.68,31423522
2018-07-02,78.58,79.48,77.02,78.35,11867331
2018-07-03,77.41,77.89,76.1,76.28,5794853
2018-07-05,76.62,77.42,76.14,76.55,6534450
2018-07-06,76.48,77.08,76.07,76.48,5937030
2018-07-09,76.84,77.38,76.345,77.28,4871412
2018-07-10,77.44,78.09,77.16,77.57,6281841
2018-07-11,77.13,77.64,76.83,77.36,3656632
2018-07-12,77.94,78.18,77.23,77.37,4879171
2018-07-13,77.2,77.61,77.14,77.38,2963133
2018-07-16,77.36,78.095,77.3,77.75,4755149
2018-07-17,77.51,78.02,77.4,77.47,4355423
2018-07-18,77.43,77.62,76.32,76.59,6101602
2018-07-19,75.93,77.155,75.8,76.95,4875062
2018-07-20,76.31,77.08,76.16,76.96,5252156
2018-07-23,76.71,76.95,76.13,76.59,4198227
2018-07-24,76.85,77.09,75.435,75.53,6054007
2018-07-25,75.24,77.18,75.06,77.16,5614256
2018-07-26,77.0,78.44,76.82,78.15,6706302
2018-07-27,78.17,78.41,76.79,76.89,6132297
2018-07-30,76.88,76.96,75.43,75.96,7275433
2018-07-31,76.44,77.59,76.16,76.91,8265586
2018-08-01,76.5,78.06,76.5,77.54,6878480
2018-08-02,77.77,79.07,77.4,78.65,5313775
2018-08-03,78.73,78.98,78.44,78.74,3762061
2018-08-06,78.74,79.58,78.43,79.51,4280607
2018-08-07,79.73,80.63,79.27,80.53,5418866
2018-08-08,80.21,81.08,80.04,80.5,5327095
2018-08-09,80.49,81.88,80.41,81.26,4558513
2018-08-10,80.82,81.285,80.29,80.73,5036698
2018-08-13,80.82,81.145,80.01,80.15,4101202
2018-08-14,80.33,80.845,79.68,80.14,6079747
2018-08-15,79.57,79.86,79.12,79.57,5057181
2018-08-16,79.9,80.61,79.8,80.05,5475778
2018-08-17,80.04,80.4353,79.68,79.75,9001373
2018-08-20,81.52,82.42,80.95,82.18,9345180
2018-08-21,82.31,83.075,82.02,82.95,6337324
2018-08-22,83.1,83.68,82.28,82.64,4308340
2018-08-23,82.43,83.57,82.34,82.91,4156852
2018-08-24,82.42,82.8793,82.1,82.45,3453010
2018-08-27,83.04,83.45,82.23,82.65,4012426
2018-08-28,83.23,83.63,82.48,82.58,3788911
2018-08-29,82.42,83.1,82.22,82.79,5712433
2018-08-30,82.58,82.76,81.01,81.4,7122291
2018-08-31,81.25,82.25,81.25,82.2,5177091
2018-09-04,79.39,80.97,79.0,79.6,18565837
2018-09-05,79.6475,80.32,79.301,79.92,12269138
2018-09-06,80.17,80.84,79.77,80.4,8577029
2018-09-07,80.01,81.16,80.01,80.3,6633912
2018-09-10,81.39,82.44,81.22,82.1,6965201
2018-09-11,83.2,83.58,82.55,82.63,7166847
2018-09-12,82.7,83.04,82.04,83.0,5384257
2018-09-13,83.21,83.9,83.12,83.47,5382087
2018-09-14,83.58,83.84,83.06,83.49,4884358
2018-09-17,83.49,83.93,82.94,83.26,4861055
2018-09-18,83.24,85.35,83.24,85.26,7277700
2018-09-19,85.69,85.85,84.115,84.43,8053129
2018-09-20,85.09,85.87,84.93,85.37,6620253
2018-09-21,86.0,86.04,85.01,85.55,13852693
2018-09-24,85.16,85.26,84.25,84.27,8770355
2018-09-25,84.86,85.1,84.07,84.79,10519535
2018-09-26,82.61,84.73,81.95,83.7,16357066
2018-09-27,83.77,84.915,83.73,84.54,6080564
2018-09-28,84.29,85.27,84.25,84.72,7452735
2018-10-01,85.1,85.85,84.37,84.46,7876367
2018-10-02,84.34,84.55,82.5,82.77,8446923
2018-10-03,81.93,82.96,81.75,82.5,10046664
2018-10-04,82.34,82.48,80.02,80.18,9161142
2018-10-05,80.09,80.99,79.43,80.12,7019108
2018-10-08,80.04,80.54,79.08,80.23,8058686
2018-10-09,80.37,81.49,80.16,80.42,7643669
2018-10-10,79.66,80.04,74.77,74.94,12977800
2018-10-11,74.77,77.07,73.9,74.51,11532101
2018-10-12,75.97,76.86,74.91,75.91,10393839
2018-10-15,75.77,76.16,74.97,74.99,5789049
2018-10-16,75.6,77.65,75.32,77.48,7744185
2018-10-17,77.52,77.8,75.94,76.48,6816903
2018-10-18,77.4,77.41,75.0031,75.6,7622219
2018-10-19,75.83,76.05,74.14,74.21,7301200
2018-10-22,74.65,75.21,74.3,74.9,7042460
2018-10-23,74.19,74.38,72.07,73.35,11423769
2018-10-24,73.47,74.6055,71.95,72.12,8333909
2018-10-25,72.69,73.495,72.23,73.1,7648037
2018-10-26,72.0,72.71,70.69,72.07,8371189
2018-10-29,73.26,74.01,71.39,72.19,9874204
2018-10-30,73.07,74.64,72.81,74.51,9469954
2018-10-31,75.5,76.34,74.92,75.04,8755514
2018-11-01,75.23,76.84,74.84,76.79,6117833
2018-11-02,77.53,78.59,75.71,76.58,6995098
2018-11-05,76.49,77.77,76.05,77.53,7143324
2018-11-06,77.34,77.58,76.355,76.57,6424228
2018-11-07,76.94,78.23,76.57,77.97,5403850
2018-11-08,77.69,78.16,77.24,77.78,5425040
2018-11-09,77.71,77.77,75.525,76.36,4737726
2018-11-12,76.35,76.77,74.99,75.1,5204896
2018-11-13,75.53,76.265,74.84,75.2,4584553
2018-11-14,76.32,77.49,74.89,75.2,7984223
2018-11-15,74.44,74.67,72.89,74.33,7858298
2018-11-16,73.76,75.52,73.06,74.74,8064168
2018-11-19,74.69,74.75,71.86,72.52,6744852
2018-11-20,70.49,72.07,69.52,71.12,9053946
2018-11-21,71.99,72.9,71.81,72.37,7326182
2018-11-23,72.05,72.52,71.405,71.49,2582343
2018-11-26,72.34,73.0,72.27,72.71,6458287
2018-11-27,72.28,72.55,71.3,72.09,5008125
2018-11-28,72.3,74.76,72.3,74.66,6167164
2018-11-29,74.64,74.95,73.32,74.34,5436736
2018-11-30,74.18,75.48,73.9,75.12,7947547
2018-12-03,77.1,79.0,76.93,77.94,10209260
2018-12-04,77.42,78.4,75.41,75.79,8800364
2018-12-06,74.37,75.565,73.59,75.54,9693738
2018-12-07,75.04,75.97,72.87,73.34,6133687
2018-12-10,73.1,73.71,70.61,72.51,7235047
2018-12-11,73.87,74.57,72.56,73.57,7794548
2018-12-12,74.52,75.28,73.51,74.32,6950474
2018-12-13,74.5,74.59,72.59,72.93,7454985
2018-12-14,71.97,73.65,71.41,72.53,7221195
2018-12-17,71.37,71.77,69.455,69.9,10647705
2018-12-18,70.9,72.41,70.43,71.15,7533275
2018-12-19,71.45,72.0,68.32,68.97,8426122
2018-12-20,68.73,69.57,66.53,67.53,14488531
2018-12-21,73.29,74.29,71.25,72.37,28487870
2018-12-24,71.4,71.93,68.08,68.1,8551422
2018-12-26,68.7,73.01,68.65,73.01,10019245
2018-12-27,72.18,73.73,70.99,73.67,9004918
2018-12-28,73.97,74.46,72.57,73.34,6197000
2018-12-31,73.98,74.46,73.515,74.14,5519230
2019-01-02,72.79,74.64,72.19,74.06,6762678
2019-01-03,73.25,73.32,71.21,72.75,8007384
2019-01-04,73.45,75.12,73.12,74.65,7844239
2019-01-07,74.74,76.365,74.3,75.72,8184786
2019-01-08,76.83,77.4,76.2,76.73,8808978
2019-01-09,76.97,77.15,76.14,76.59,8590991
2019-01-10,75.64,77.34,75.46,76.42,11148593
2019-01-11,76.34,76.89,75.8,76.04,10689863
2019-01-14,75.46,76.81,75.46,76.09,5677442
2019-01-15,76.19,77.98,76.13,77.88,6212364
2019-01-16,78.0,78.85,77.5863,77.68,5697149
2019-01-17,77.54,79.4,77.31,79.13,7737292
2019-01-18,79.95,80.97,79.74,80.45,10404132
2019-01-22,80.33,81.3129,80.2,80.75,8781678
